Subject,Subtopic,Q_No,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Answer
Computer,MS PowerPoint,3,Easy,Individual pages in PowerPoint are called,Documents,Slides,Sheets,Pages,B
Computer,MS PowerPoint,4,Easy,Transition effects are applied between,Characters,Slides,Cells,Paragraphs,B
Computer,MS PowerPoint,5,Easy,Animation effects are applied to,Entire presentation,Objects within a slide,Between slides,File menu,B
Computer,MS PowerPoint,6,Medium,Slide Master is used to,Create animations,Set consistent formatting for all slides,Delete slides,Print slides,B
Computer,MS PowerPoint,7,Medium,F5 key in PowerPoint starts,Editing,Slide show from beginning,Printing,Saving,B
Computer,MS PowerPoint,8,Hard,SmartArt is used for,Calculations,Visual representation of information,Audio editing,Video editing,B
Computer,MS PowerPoint,9,Easy But Tricky,PowerPoint can include,Only text,"Text, images, audio, video, charts",Only images,Only charts,B
Computer,MS PowerPoint,10,Easy But Tricky,Presenter view shows,Same as audience,Notes and next slide to presenter,Nothing,Blank screen,B
Environment,Ecosystem,1,Easy,An ecosystem includes,Only living organisms,Only non-living components,Both living and non-living components,Neither,C
Environment,Ecosystem,2,Easy,Biotic components include,"Water, air, soil","Plants, animals, microorganisms","Sunlight, minerals","Rocks, sand",B
Environment,Ecosystem,3,Easy,Abiotic components include,Plants,Animals,"Water, air, sunlight, temperature",Bacteria,C
Environment,Ecosystem,4,Easy,Producers in an ecosystem are,Animals,Green plants (autotrophs),Fungi,Decomposers,B
Environment,Ecosystem,5,Easy,Consumers are also called,Autotrophs,Heterotrophs,Producers,Decomposers,B
Environment,Ecosystem,6,Medium,Food chain shows,Flow of energy from one organism to next,Water cycle,Carbon cycle,Nitrogen cycle,A
Environment,Ecosystem,7,Medium,Decomposers break down,Living organisms,Dead organic matter,Rocks,Water,B
Environment,Ecosystem,8,Hard,10% law states that only 10% of energy transfers to next trophic level. Rest is lost as,Heat,Light,Sound,Chemicals,A
Environment,Ecosystem,9,Easy But Tricky,The largest ecosystem on Earth is,Forest,Ocean,Desert,Grassland,B
Environment,Ecosystem,10,Easy But Tricky,Humans are,Producers,Primary consumers,Omnivores (both primary and secondary consumers),Decomposers,C
Environment,Pollution,1,Easy,Air pollution is caused by,Clean water,"Smoke, vehicle emissions, industrial gases",Planting trees,Recycling,B
Environment,Pollution,2,Easy,Water pollution is caused by,"Industrial waste, sewage, chemicals",Clean air,Solar energy,Wind,A
Environment,Pollution,3,Easy,Noise pollution is measured in,Hertz,Decibels (dB),Metres,Kilograms,B
Environment,Pollution,4,Easy,The ozone layer protects us from,Infrared rays,Ultraviolet rays,Visible light,Radio waves,B
Environment,Pollution,5,Medium,CFC (chlorofluorocarbon) is responsible for,Ozone layer depletion,Water purification,Soil enrichment,Plant growth,A
Environment,Pollution,6,Medium,Greenhouse gases include,"O2, N2","CO2, CH4, N2O","He, Ne","H2, O2",B
Environment,Pollution,7,Hard,BOD (Biochemical Oxygen Demand) measures,Air quality,Water pollution level,Noise level,Soil quality,B
Environment,Pollution,8,Easy But Tricky,Planting trees helps reduce,Soil pollution only,Air pollution (absorb CO2),Noise pollution,All of the above,D
Environment,Climate change,1,Easy,Global warming is caused mainly by,Oxygen increase,Increase in greenhouse gases,Decrease in CO2,More trees,B
Environment,Climate change,2,Easy,Which gas is the main contributor to global warming?,Oxygen,Nitrogen,Carbon dioxide,Helium,C
Environment,Climate change,3,Easy,Effects of global warming include,Ice melting and sea level rise,More ice formation,Lower temperatures,Less rain,A
Environment,Climate change,4,Medium,Kyoto Protocol is related to,Trade agreement,Reducing greenhouse gas emissions,Military alliance,Space exploration,B
Environment,Climate change,5,Medium,Carbon footprint measures,Size of foot,Total greenhouse gas emissions by individual/organization,Weight of carbon,Speed of carbon,B
Environment,Climate change,6,Hard,Paris Agreement (2015) aims to limit global temperature rise to,5°C,1.5-2°C above pre-industrial levels,10°C,0.1°C,B
Environment,Climate change,7,Easy But Tricky,Climate change and weather change are the same. True?,True,"False - climate is long-term, weather is short-term",Sometimes,Depends,B
Environment,Climate change,8,Easy But Tricky,Deforestation contributes to climate change because,Trees look nice,Trees absorb CO2; fewer trees means more CO2,Trees produce CO2,Trees block sunlight,B
Environment,Renewable energy,1,Easy,Renewable energy sources are,"Coal, petroleum","Solar, wind, hydro",Nuclear,Natural gas,B
Environment,Renewable energy,2,Easy,Solar energy comes from,Moon,Sun,Earth's core,Wind,B
Environment,Renewable energy,3,Easy,Wind energy is harnessed using,Solar panels,Wind turbines,Dams,Coal plants,B
Environment,Renewable energy,4,Easy,Hydroelectric power uses,Coal,Flowing/falling water,Solar radiation,Wind,B
Environment,Renewable energy,5,Easy,Fossil fuels are,Renewable,Non-renewable,Unlimited,Clean,B
Environment,Renewable energy,6,Medium,Geothermal energy comes from,Sun,Earth's internal heat,Wind,Water,B
Environment,Renewable energy,7,Medium,Biomass energy is derived from,Rocks,"Organic materials (wood, crop waste)",Sunlight directly,Wind,B
Environment,Renewable energy,8,Hard,Solar cells convert sunlight directly to,Heat energy,Electrical energy (photovoltaic effect),Chemical energy,Mechanical energy,B
Environment,Renewable energy,9,Easy But Tricky,Nuclear energy is considered non-renewable because,Uranium is limited,It produces waste,Both A and B,It uses sunlight,C
Environment,Renewable energy,10,Easy But Tricky,Renewable energy sources produce,More pollution than fossil fuels,Less or zero pollution,Same pollution,No energy,B
English,Communication process,1,Easy,Communication process involves,"Sender, message, channel, receiver",Only sender,Only receiver,Only message,A
English,Communication process,2,Easy,Feedback in communication is,Response from receiver to sender,Noise in channel,Message content,Encoding,A
English,Communication process,3,Easy,Encoding means,Receiving message,Converting thoughts into message/symbols,Decoding,Feedback,B
English,Communication process,4,Easy,Decoding means,Sending message,Interpreting/understanding the received message,Encoding,Channel selection,B
English,Communication process,5,Easy,Which is NOT a part of communication process?,Sender,Channel,Receiver,Prejudice,D
English,Communication process,6,Medium,Channel in communication refers to,Sender,Medium through which message travels,Receiver,Feedback,B
English,Communication process,7,Medium,Noise in communication is,Music,Anything that distorts the message,Feedback,Encoding,B
English,Communication process,8,Hard,Effective communication requires,One-way flow,"Clear encoding, proper channel, minimal noise, feedback",Only verbal skills,Only writing skills,B
English,Communication process,9,Easy But Tricky,Communication is always verbal. True?,True,"False - can be verbal, non-verbal, or written",Only verbal,Only written,B
English,Communication process,10,Easy But Tricky,The most important element of communication is,Expensive channel,Understanding between sender and receiver,Long message,Technical jargon,B
English,Barriers to communication,1,Easy,A barrier to communication is anything that,Helps communication,Hinders/blocks effective communication,Improves message clarity,Increases feedback,B
English,Barriers to communication,2,Easy,Physical barriers include,Language differences,"Noise, distance, poor equipment",Emotions,Attitude,B
English,Barriers to communication,3,Easy,Language barrier is a type of,Physical barrier,Semantic/linguistic barrier,Psychological barrier,Cultural barrier,B
English,Barriers to communication,4,Medium,Psychological barriers include,Noise,"Prejudice, bias, emotions",Distance,Equipment failure,B
English,Barriers to communication,5,Medium,Cultural barriers arise from,Same culture,Different cultural backgrounds and norms,Same language,Same location,B
English,Barriers to communication,6,Hard,Information overload is when,Too little information,Too much information leads to confusion,No information,Clear information,B
English,Barriers to communication,7,Easy But Tricky,Using jargon (technical terms) with a general audience is,Good communication,A barrier to communication,Always helpful,Professional,B
English,Barriers to communication,8,Easy But Tricky,Poor listening is a barrier caused by,Sender,Receiver,Channel,Message,B
English,Verbal communication,1,Easy,Verbal communication uses,Body language,Words (spoken or written),Gestures,Facial expressions,B
English,Verbal communication,2,Easy,Oral communication includes,Writing,Speaking and listening,Sign language,Drawing,B
English,Verbal communication,3,Easy,Written communication includes,Speaking,"Letters, emails, reports",Gestures,Eye contact,B
English,Verbal communication,4,Medium,Advantage of oral communication is,Permanent record,Immediate feedback,Easily documented,Can be reviewed later,B
English,Verbal communication,5,Easy But Tricky,Written communication provides,Immediate feedback,Permanent record,Faster than oral,Body language,B
English,Non-verbal communication,1,Easy,Non-verbal communication includes,Speaking,"Body language, gestures, facial expressions",Writing,Reading,B
English,Non-verbal communication,2,Easy,Eye contact is a form of,Verbal communication,Non-verbal communication,Written communication,None,B
English,Non-verbal communication,3,Easy,Posture and gestures are,Verbal cues,Non-verbal cues,Written cues,Audio cues,B
English,Non-verbal communication,4,Medium,Mehrabian's rule suggests that body language accounts for approximately,7%,38%,55%,93%,C
English,Non-verbal communication,5,Easy But Tricky,Non-verbal cues can sometimes contradict verbal message. True?,True,False,Never,Only in writing,A
English,"Letter writing (Inquiry, Order, Complaint, etc.)",1,Easy,A formal letter includes,"Sender's address, date, receiver's address, subject, body, closing",Only body,Only subject,Only date,A
English,"Letter writing (Inquiry, Order, Complaint, etc.)",2,Easy,An inquiry letter is written to,Complain,Ask for information,Place an order,Cancel an order,B
English,"Letter writing (Inquiry, Order, Complaint, etc.)",3,Easy,An order letter is written to,Ask for information,Place an order for goods/services,Complain,Apply for job,B
English,"Letter writing (Inquiry, Order, Complaint, etc.)",4,Easy,A complaint letter is written to,Ask for information,Express dissatisfaction about product/service,Place order,Give compliment,B
English,"Letter writing (Inquiry, Order, Complaint, etc.)",5,Medium,Formal letters end with,See ya,Yours faithfully/sincerely,Love,XOXO,B
English,"Letter writing (Inquiry, Order, Complaint, etc.)",6,Medium,'Yours faithfully' is used when,You know the person's name,You don't know the person's name (Dear Sir/Madam),Always,Never,B
English,"Letter writing (Inquiry, Order, Complaint, etc.)",7,Hard,The tone of a complaint letter should be,Offensive and rude,Polite but firm,Casual,Threatening,B
English,"Letter writing (Inquiry, Order, Complaint, etc.)",8,Easy But Tricky,Informal letters use,Official tone,Casual/friendly tone,Legal language,Technical jargon,B
English,Email writing,1,Easy,Email stands for,Electronic Mail,Emergency Mail,Extended Mail,Express Mail,A
English,Email writing,2,Easy,CC in email stands for,Carbon Copy,Computer Copy,Central Copy,Clear Copy,A
English,Email writing,3,Easy,BCC stands for,Blind Carbon Copy,Basic Carbon Copy,Best Carbon Copy,Big Carbon Copy,A
English,Email writing,4,Easy,Subject line in email should be,Very long,Brief and descriptive,Empty,Same as body,B
English,Email writing,5,Medium,Reply All sends response to,Only sender,Sender and all recipients,No one,Only CC,B
English,Email writing,6,Easy But Tricky,Using ALL CAPS in email is considered,Normal,Shouting/rude,Professional,Required,B
English,Parts of speech,1,Easy,A noun is,Action word,"Name of person, place, thing, or idea",Describing word,Joining word,B
English,Parts of speech,2,Easy,A verb is,Name word,Action or state of being word,Describing word,Joining word,B
English,Parts of speech,3,Easy,An adjective,Describes a noun,Describes a verb,Joins sentences,Names things,A
English,Parts of speech,4,Easy,An adverb,Describes a noun,"Describes a verb, adjective, or another adverb",Names things,Joins clauses,B
English,Parts of speech,5,Easy,A pronoun replaces,Verb,Noun,Adjective,Adverb,B
English,Parts of speech,6,Easy,Identify the part of speech of 'we',Noun,Pronoun,Verb,Adjective,B
English,Parts of speech,7,Medium,Preposition shows,Time and tense,Relationship between noun/pronoun and other words,Action,Description,B
English,Parts of speech,8,Medium,Conjunction joins,Only words,"Words, phrases, or clauses",Only sentences,Nothing,B
English,Parts of speech,9,Hard,'Quickly' is an example of,Noun,Verb,Adjective,Adverb,D
English,Parts of speech,10,Easy But Tricky,'The' is a/an,Noun,Pronoun,Article (a type of adjective/determiner),Verb,C
English,Tenses,1,Easy,Present tense indicates,Past action,Current action,Future action,No action,B
English,Tenses,2,Easy,Past tense indicates,Current action,Action already completed,Future action,Continuous action,B
English,Tenses,3,Easy,Future tense indicates,Past action,Current action,Action that will happen,Completed action,C
English,Tenses,4,Easy,She ____ to school every day.,go,goes,went,gone,B
English,Tenses,5,Easy,He ____ the book yesterday.,read,reads,reading,will read,A
English,Tenses,6,Medium,She _____ her keys at home.,forget,forgot,forgetting,forgets,B
English,Tenses,7,Medium,They ____ playing when it rained.,is,was,were,are,C
English,Tenses,8,Medium,I have ____ my homework.,do,did,done,doing,C
English,Tenses,9,Hard,"By next year, she ____ her degree.",complete,completed,will have completed,completing,C
English,Tenses,10,Easy But Tricky,'I am eating' is which tense?,Simple present,Present continuous,Past continuous,Future,B
English,Subject-verb agreement,1,Easy,Singular subject takes,Singular verb,Plural verb,No verb,Any verb,A
English,Subject-verb agreement,2,Easy,'He ____ to school.' Correct form:,go,goes,going,gone,B
English,Subject-verb agreement,3,Easy,'They ____ happy.' Correct form:,is,are,am,was,B
English,Subject-verb agreement,4,Medium,'Each of the boys ____ present.' Correct:,are,were,is,have been,C
English,Subject-verb agreement,5,Medium,'Neither of them ____ correct.' Correct:,are,is,were,have,B
English,Subject-verb agreement,6,Hard,'The team ____ playing well.' (team as singular unit),are,is,were,have,B
English,Subject-verb agreement,7,Easy But Tricky,'Everyone ____ happy.' Correct:,are,is,were,have been,B
English,Subject-verb agreement,8,Easy But Tricky,'The news ____ good.' Correct:,are,is,were,have been,B
English,Spelling correction,1,Easy,Find the correctly spelt word:,Calender,Calendar,Calander,Calendur,B
English,Spelling correction,2,Easy,Find the correctly spelt word:,Recieve,Receve,Receive,Receeve,C
English,Spelling correction,3,Easy,Find the correctly spelt word:,Accomodation,Accommodation,Acommodation,Acomodation,B
English,Spelling correction,4,Medium,Find the correctly spelt word:,Occurence,Occurance,Occurrence,Ocurrence,C
English,Spelling correction,5,Medium,Find the correctly spelt word:,Seperate,Separete,Separate,Seprate,C
English,Spelling correction,6,Hard,Find the correctly spelt word:,Conscientious,Conscientous,Concsientious,Consciencious,A
English,Spelling correction,7,Easy But Tricky,Find the correctly spelt word:,Definately,Definetely,Definitely,Deffinitely,C
English,Spelling correction,8,Easy But Tricky,Find the correctly spelt word:,Neccessary,Necessary,Neccesary,Necesary,B
English,Sentence correction,1,Easy,Select the correct sentence:,He don't know.,He doesn't knows.,He doesn't know.,He do not knows.,C
